CellID,Length,Synapses,Density,Degree,WeightedDegree
77086,227.3531,293,1.2887442,31,136
77376,222.456,138,0.62034739,18,54
80943,230.347,138,0.59909615,12,27
79883,214.7398,269,1.2526788,6,43
78277,223.6226,232,1.0374622,10,53
80240,221.2844,210,0.94900499,29,122
80552,237.3809,93,0.39177541,24,69
80603,217.181,281,1.2938517,4,48
79812,222.5124,320,1.4381221,9,71
78450,223.8156,150,0.67019457,40,80
80503,226.5143,184,0.81231075,24,228
78264,231.6955,51,0.22011649,2,8
79902,220.2265,400,1.8163118,3,34
79800,222.8599,388,1.7410041,7,85
78397,229.2311,273,1.1909379,17,95
80519,226.8821,163,0.71843482,21,90
76837,221.0574,113,0.51117945,10,25
79794,226.5307,280,1.2360356,11,72
80635,226.9065,235,1.0356689,3,44
79308,227.6563,192,0.84337662,2,23
79408,226.1135,161,0.71203179,21,76
79838,225.6466,217,0.96168079,11,50
77589,229.7583,121,0.52664039,29,54
78293,232.3614,252,1.0845175,7,126
80810,228.4853,110,0.48143141,15,25
80529,230.0112,115,0.49997565,20,67
76879,226.3968,213,0.94082602,20,66
79477,226.7236,251,1.1070749,16,71
81798,228.202,224,0.98158649,6,68
79516,229.4619,158,0.68856747,6,48
80352,225.8923,180,0.79683991,10,97
79165,224.6253,304,1.3533649,4,43
76471,237.8456,195,0.81985961,19,64
76198,225.6948,173,0.76652187,17,45
80514,232.1817,135,0.58144117,16,85
78184,228.8383,331,1.4464362,2,34
79672,225.3784,281,1.2467921,9,76
78610,235.0701,276,1.1741178,1,30
79472,235.1101,882,3.7514339,4,19
79187,229.7437,295,1.2840396,1,19
78794,230.7262,287,1.2438986,10,51
76778,238.3857,236,0.98999227,8,102
80518,235.7784,88,0.37323181,21,108
79978,233.4881,191,0.81802884,7,49
79916,236.0932,536,2.2702899,12,87
81290,234.5479,228,0.97208289,20,107
81747,238.663,166,0.69554141,17,65
77873,227.975,174,0.76324158,3,38
79481,233.2269,275,1.1791093,4,39
80482,236.7969,120,0.50676339,17,40
79922,240.8943,220,0.91326362,1,9
76890,246.2006,265,1.0763581,0,51
79230,237.3416,260,1.0954675,7,52
78869,232.2821,171,0.73617382,1,10
80517,243.4022,128,0.52587857,12,127
79296,242.1399,242,0.99942223,14,75
82145,238.7904,174,0.72867251,71,187
76401,235.2841,228,0.96904126,14,74
76190,238.2988,211,0.88544298,28,63
81592,227.3782,99,0.43539794,13,59
79713,238.5255,317,1.3289984,7,52
81108,236.4982,165,0.69767973,10,70
79957,238.5074,224,0.93917421,13,82
79765,237.3982,209,0.88037736,8,64
81088,239.7924,200,0.83405479,4,36
80655,242.0535,221,0.91302129,12,57
80547,242.6565,140,0.57694725,22,107
79568,232.8191,199,0.85474087,7,30
80873,238.2809,280,1.1750837,12,88
79737,240.0742,186,0.77476047,4,36
79780,242.42,240,0.99001733,3,30
80527,243.2625,140,0.57550999,19,158
79860,238.0738,215,0.90308131,15,57
80775,238.7939,219,0.91710885,17,79
78574,240.182,130,0.54125621,44,91
79184,243.7846,279,1.1444529,7,50
78113,246.1001,181,0.73547309,10,70
79580,237.2636,200,0.8429443,15,80
81302,239.1462,279,1.1666504,1,12
80042,239.8088,116,0.4837187,0,61
81684,241.1759,323,1.3392715,8,39
77864,244.9386,224,0.9145149,12,61
78054,245.0109,408,1.665232,7,50
81542,244.2384,416,1.7032539,5,70
78262,250.6891,109,0.43480151,17,128
80360,257.1072,48,0.18669255,3,12
78791,242.7743,310,1.2769062,7,75
81391,245.7237,125,0.50870144,14,34
79257,251.8247,236,0.93715986,3,43
77089,264.3333,726,2.7465325,10,231
81839,246.0506,230,0.93476708,24,124
81786,246.8807,239,0.96807891,15,76
80506,250.5865,100,0.3990638,15,88
79859,251.8697,323,1.2824091,7,51
78134,250.7547,436,1.7387511,5,38
79459,256.7068,486,1.8932105,4,56
76462,245.1042,170,0.69358257,2,9
77741,250.6834,133,0.53054969,11,42
79441,246.7254,571,2.3143138,4,44
81571,268.1683,115,0.42883518,18,45
80213,243.3202,219,0.90004858,32,124
78162,246.0289,259,1.0527219,11,42
80298,249.0405,307,1.2327312,2,24
78857,249.6963,277,1.1093476,9,64
76608,254.8485,269,1.0555291,25,141
79719,247.44,307,1.2407048,8,73
79396,256.4413,425,1.6572994,5,33
77233,266.0987,289,1.0860632,42,106
82140,272.6422,168,0.61619221,40,77
78635,246.7758,154,0.62404823,46,135
80686,249.4079,253,1.0144025,4,40
79267,257.169,293,1.1393286,8,78
78333,255.1376,308,1.2071917,17,225
78229,255.6677,254,0.99347708,22,302
76962,266.423,497,1.8654546,5,65
79339,257.0682,389,1.5132171,11,58
78136,258.8454,133,0.51382022,7,32
79661,251.8459,341,1.3540026,5,104
81101,249.5178,245,0.98189388,4,21
80291,252.6354,184,0.72832232,18,226
80524,257.9939,147,0.56978091,28,99
80610,250.5391,304,1.2133835,11,60
79696,255.6669,324,1.2672739,7,57
78702,262.8112,329,1.2518492,3,35
79156,258.8611,351,1.3559395,10,78
81490,247.8645,165,0.66568629,16,64
76634,254.456,237,0.93139875,44,101
80875,279.237,376,1.3465264,5,51
81795,254.9933,170,0.66668418,24,72
76268,256.034,427,1.6677473,3,77
78168,264.409,275,1.0400554,5,76
79647,257.3235,392,1.5233743,3,48
81758,258.6357,282,1.0903367,30,244
76193,260.4728,167,0.6411418,58,96
79361,262.7724,191,0.72686477,7,39
79169,258.441,234,0.90542909,11,45
76868,255.1911,348,1.3636839,10,164
80580,274.3031,221,0.8056781,16,104
79401,262.1569,283,1.0795062,11,39
78268,261.2437,184,0.7043232,26,217
81080,254.6726,154,0.60469795,5,59
81184,258.7935,145,0.56029228,10,54
76878,260.1968,181,0.69562731,47,96
77060,274.2153,447,1.630106,12,148
80256,265.4431,237,0.89284672,23,85
76454,259.2771,477,1.8397305,6,152
78907,265.2824,175,0.65967437,8,60
79150,256.757,269,1.0476832,11,86
77901,274.8049,309,1.1244341,28,246
77302,261.2539,235,0.8995081,98,254
78317,263.5788,149,0.56529584,21,166
81762,260.1865,260,0.99928321,3,59
79270,260.5886,283,1.086003,10,64
76348,261.4175,341,1.3044268,3,76
77068,257.7602,771,2.9911522,5,273
78595,301.4712,237,0.78614475,14,71
81844,261.1515,216,0.82710611,26,92
81751,262.2454,263,1.0028775,30,84
76291,266.2202,346,1.299676,9,59
78800,262.8063,303,1.1529404,10,84
79151,263.8111,258,0.9779725,4,45
79829,262.1818,212,0.80859922,17,66
79827,274.8484,192,0.69856692,10,55
78438,265.9281,256,0.96266622,72,149
81011,263.405,204,0.77447277,10,69
81501,270.0482,330,1.2220041,20,78
79927,263.6321,223,0.84587575,9,65
79963,264.4056,213,0.80558052,5,23
78958,263.664,220,0.83439529,6,78
76354,255.2727,181,0.70904566,10,30
80326,267.9913,118,0.4403128,23,108
80325,266.6992,157,0.58867818,26,235
80288,272.9583,268,0.98183495,4,32
81301,269.2748,270,1.0026932,16,82
81503,283.7503,159,0.56035183,14,31
78129,267.5513,222,0.82974742,13,74
80724,269.941,268,0.99280954,14,65
80573,267.0285,171,0.64038108,11,29
79117,273.9864,347,1.2664862,4,68
79557,276.9747,625,2.2565238,6,35
79839,267.1609,208,0.77855704,4,17
80021,273.514,180,0.6581016,1,91
79243,272.0411,218,0.8013495,6,49
76456,273.7296,282,1.0302138,33,115
77018,272.9453,342,1.2529983,11,83
79194,270.3963,326,1.2056378,11,89
81659,266.0339,309,1.1615061,9,39
78152,271.1579,203,0.74864129,6,38
81000,266.826,164,0.61463276,14,48
77250,288.1695,414,1.4366545,19,136
80742,272.6501,152,0.55749108,7,24
82143,286.947,220,0.76669211,98,254
79202,273.5991,241,0.88085085,6,29
